	Duration	Scr_bytes	Dst_bytes	Land	Wrong_fragment	Urgent	Hot	Num_failed_logins	Logged_in	Num_compromised	Root_shell	Su_attempted	Num_root	Num_file_creations	Num_shells	Num_access_files	Num_outbound_cmds	Is_hot_login	Is_guest_login	Count	Srv_count	Serror_rate	Srv_serror_rate	Rerror_rate	Srv_rerror_rate	Same_srv_state	Diff_srv_rate	Srv_diff_host_rate	Dst_host_count	Dst_host_srv_count	Dst_host_same_srv_rate	Dst_host_diff_srv_rate	Dst_host_same_scr_port_rate	Dst_host_srv_diff_host_rate	Dst_host_serror_rate	Dst_host_srv_serror_rate	Dst_host_rerror_rate	Dst_host_srv_rerror_rate	label
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	1	1.0	1.0	0.0	0.0	0.0	0.06	0.0	255	1	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	16	1.0	1.0	0.0	0.0	0.17	0.05	0.0	255	2	0.0	0.06	0.0	0.0	1.0	1.0	0.0	0.0	1
15	0	300	13788	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	9	0.0	0.11	0.0	0.0	1.0	0.0	0.22	91	255	0.01	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0
16	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	16	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2
17	0	233	616	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	66	255	0.02	0.0	0.02	0.03	0.0	0.0	0.02	0.0	0
18	0	343	1178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	10	0.0	0.0	0.0	0.0	1.0	0.0	0.2	157	255	0.01	0.0	0.01	0.04	0.0	0.0	0.0	0.0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	23	1.0	1.0	0.0	0.0	0.1	0.05	0.0	255	23	0.0	0.05	0.0	0.0	1.0	1.0	0.0	0.0	1
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	17	1.0	1.0	0.0	0.0	0.06	0.05	0.0	238	17	0.0	0.06	0.0	0.0	0.99	1.0	0.0	0.0	1
21	0	253	11905	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	10	0.0	0.0	0.0	0.0	1.0	0.0	0.2	87	255	0.01	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0
22	5607	147	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	1	1.0	0.85	1.0	0.0	0.0	0.0	0.0	0.0	0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	2	1.0	1.0	0.0	0.0	0.01	0.06	0.0	255	2	0.0	0.06	0.0	0.0	1.0	1.0	0.0	0.0	1
24	507	437	14421	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	25	0.0	0.05	0.0	0.0	0.53	0.0	0.02	0.16	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	7	1.0	1.0	0.0	0.0	0.03	0.06	0.0	255	13	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
26	0	227	6588	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	22	0.0	0.0	0.0	0.0	1.0	0.0	0.18	43	255	0.02	0.0	0.02	0.14	0.0	0.0	0.56	0.57	0
27	0	215	10499	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	14	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
28	0	241	1400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	33	0.0	0.0	0.03	0.03	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
29	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	53	1.0	0.0	1.0	0.51	0.0	0.0	0.0	0.0	2
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	16	1.0	1.0	0.0	0.0	0.28	0.07	0.0	255	59	0.01	0.04	0.01	0.0	1.0	1.0	0.0	0.0	1
31	0	303	555	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9	255	0.11	0.0	0.11	0.01	0.0	0.0	0.0	0.0	0
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0.0	0.0	1.0	1.0	0.5	1.0	0.0	255	1	0.28	0.31	0.28	0.0	0.0	0.0	0.29	1.0	2
33	0	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	181	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	250	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0
34	1	105	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	41	5	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0
35	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	202	0.0	0.0	0.0	0.0	1.0	0.0	0.01	255	255	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	17	1.0	1.0	0.0	0.0	0.08	0.06	0.0	255	17	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
37	0	324	2302	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	28	0.0	0.0	0.0	0.0	1.0	0.0	0.14	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	13	1.0	1.0	0.0	0.0	0.06	0.07	0.0	255	13	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	11	1.0	1.0	0.0	0.0	0.22	0.08	0.0	255	63	0.01	0.02	0.01	0.0	1.0	1.0	0.0	0.0	1
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	12	1.0	1.0	0.0	0.0	0.05	0.06	0.0	255	9	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
41	2	1591	372	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	181	147	0.01	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0
42	9052	146	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0.0	0.0	0.0	0.0	0.5	0.5	0.0	255	2	0.99	0.66	0.99	0.0	0.0	0.0	0.0	0.0	0
43	0	290	3006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	11	1.0	1.0	0.0	0.0	0.1	0.08	0.0	255	11	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
45	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	80	0.31	0.02	0.31	0.0	0.0	0.0	0.0	0.0	1
46	0	255	861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	44	0.02	0.02	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
47	0	334	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4	38	1.0	0.0	1.0	0.18	0.0	0.0	0.0	0.0	3
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	17	1.0	1.0	0.0	0.0	0.07	0.05	0.0	255	5	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
49	0	302	498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	131	255	0.01	0.0	0.01	0.04	0.0	0.0	0.0	0.0	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4	0.0	0.0	1.0	1.0	0.07	0.1	0.0	255	4	0.0	0.08	0.0	0.0	0.0	0.0	1.0	1.0	1
51	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	2	0.01	0.02	0.01	0.0	0.0	0.0	0.77	0.0	1
52	0	220	1398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	42	0.0	0.0	0.0	0.0	1.0	0.0	0.05	26	255	0.04	0.0	0.04	0.03	0.0	0.0	0.0	0.0	0
53	0	43	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	120	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	245	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0
54	0	44	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	75	0.0	0.0	0.0	0.0	1.0	0.0	0.03	122	212	0.88	0.02	0.88	0.01	0.0	0.0	0.08	0.0	0
55	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2	46	1.0	0.0	1.0	0.26	0.0	0.0	0.0	0.0	2
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	9	1.0	1.0	0.0	0.0	0.07	0.06	0.0	255	11	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	1.0	1.0	0.0	0.0	0.5	0.08	0.0	255	59	0.0	0.04	0.0	0.0	1.0	1.0	0.0	0.0	1
58	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	228	0.0	0.0	0.0	0.0	1.0	0.0	0.01	255	255	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0
59	0	641	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	175	48	0.25	0.02	0.25	0.04	0.0	0.0	0.0	0.0	0
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	4	0.0	0.0	1.0	1.0	0.02	0.06	0.0	255	4	0.0	0.08	0.0	0.0	0.0	0.0	1.0	1.0	1
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	1	0.1	0.0	0.89	1.0	0.01	1.0	0.0	255	1	0.0	0.84	0.0	0.0	0.07	0.0	0.62	1.0	2
62	0	310	2794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	10	0.0	0.0	1.0	1.0	0.16	0.08	0.0	255	10	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
64	0	696	333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	109	133	0.01	0.04	0.01	0.02	0.0	0.0	0.0	0.0	0
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	1.0	1.0	1.0	0.0	0.0	236	1	0.58	0.58	0.58	0.0	0.0	0.0	0.58	1.0	2
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	19	1.0	1.0	0.0	0.0	0.37	0.08	0.0	255	67	0.0	0.02	0.0	0.0	1.0	1.0	0.0	0.0	1
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	7	0.0	0.0	1.0	1.0	0.06	0.06	0.0	255	6	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	21	1.0	1.0	0.0	0.0	0.12	0.06	0.0	255	21	0.0	0.06	0.0	0.0	1.0	1.0	0.0	0.0	1
69	0	221	2878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21	58	0.05	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	16	1.0	1.0	0.0	0.0	0.11	0.06	0.0	255	31	0.0	0.05	0.0	0.0	1.0	1.0	0.0	0.0	1
71	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.67	0.67	0.0	255	93	0.46	0.01	0.46	0.0	0.0	0.0	0.0	0.0	0
72	0	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0.0	0.0	0.0	0.0	1.0	0.0	0.21	84	83	0.01	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	6	1.0	1.0	0.0	0.0	0.04	0.06	0.0	255	6	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
74	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	44	47	0.55	0.07	0.55	0.04	0.0	0.0	0.0	0.0	0
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	9	1.0	1.0	0.0	0.0	0.03	0.06	0.0	255	9	0.0	0.06	0.0	0.0	1.0	1.0	0.0	0.0	1
76	0	210	2790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	27	0.0	0.0	0.0	0.0	1.0	0.0	0.11	48	255	0.02	0.0	0.02	0.09	0.0	0.0	0.0	0.0	0
77	0	321	5683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	168	255	0.01	0.0	0.01	0.04	0.0	0.0	0.0	0.0	0
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	8	0.0	0.0	1.0	1.0	0.03	0.06	0.0	255	8	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
79	0	329	3982	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	31	0.0	0.0	0.0	0.0	1.0	0.0	0.1	24	255	0.04	0.0	0.04	0.05	0.0	0.0	0.0	0.0	0
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	7	0.0	0.0	1.0	1.0	0.05	0.07	0.0	255	7	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	19	1.0	1.0	0.0	0.0	0.09	0.05	0.0	255	2	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
82	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	95	1.0	0.0	1.0	0.51	0.0	0.0	0.0	0.0	2
83	0	320	379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	123	255	0.01	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	7	1.0	1.0	0.0	0.0	0.03	0.05	0.0	72	7	0.01	0.11	0.01	0.0	0.97	1.0	0.0	0.0	1
85	0	225	3762	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	13	1.0	1.0	0.0	0.0	0.05	0.06	0.0	255	1	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	15	0.0	0.0	1.0	1.0	0.11	0.05	0.0	255	15	0.0	0.06	0.0	0.0	0.0	0.0	1.0	1.0	1
88	315	146	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.67	0.67	0.0	117	2	0.78	0.54	0.78	0.0	0.0	0.0	0.0	0.0	0
89	0	247	1416	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	156	255	0.01	0.0	0.01	0.09	0.0	0.0	0.46	0.61	0
90	0	353	1483	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	9	0.0	0.0	0.0	0.0	1.0	0.0	0.33	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
91	0	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	189	0.0	0.0	0.0	0.0	0.99	0.02	0.01	255	254	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	18	0.0	0.0	1.0	1.0	0.12	0.05	0.0	255	10	0.0	0.08	0.0	0.0	0.0	0.0	1.0	1.0	1
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	6	1.0	1.0	0.0	0.0	0.02	0.06	0.0	255	3	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0	1
94	2	3065	331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	243	119	0.0	0.02	0.0	0.02	0.01	0.02	0.0	0.0	0
95	0	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7	1	0.14	0.29	0.14	0.0	0.0	0.0	0.0	0.0	0
96	0	259	750	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	4	255	0.25	0.0	0.25	0.03	0.0	0.0	0.0	0.0	0
97	1082	147	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	2	0.86	0.42	0.86	0.0	0.0	0.0	0.0	0.0	0
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	16	1.0	1.0	0.0	0.0	0.12	0.05	0.0	255	12	0.0	0.05	0.0	0.0	1.0	1.0	0.0	0.0	1
99	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0.03	0.03	0.0	0.0	1.0	0.0	0.0	255	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
100	0	309	306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	66	255	0.02	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1	247	1.0	0.0	1.0	0.15	0.0	0.0	1.0	0.68	0
102	0	278	7227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	153	255	0.01	0.0	0.01	0.05	0.0	0.0	0.0	0.0	0
103	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	182	0.71	0.29	0.71	0.0	0.09	0.0	0.2	0.0	1
104	0	313	761	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	43	255	0.02	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0
105	0	219	1212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	242	255	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0
106	0	245	9165	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0.0	0.0	0.0	0.0	1.0	0.0	0.67	10	255	0.1	0.0	0.1	0.05	0.0	0.0	0.0	0.0	0
107	0	328	2243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	21	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21	255	0.05	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	1.0	1.0	1.0	0.0	0.0	23	249	0.04	0.0	0.04	0.1	0.0	0.0	1.0	0.96	0
109	0	251	301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	7	0.0	0.0	0.0	0.0	1.0	0.0	0.29	255	252	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0
110	0	2089	335	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.5	1.0	1.0	255	152	0.0	0.03	0.0	0.0	0.01	0.02	0.0	0.01	0
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	1.0	1.0	1.0	0.0	0.0	6	255	0.17	0.0	0.17	0.21	0.0	0.0	1.0	0.88	0
112	0	237	511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3	255	0.33	0.0	0.33	0.01	0.0	0.0	0.0	0.0	0
113	0	324	431	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	107	255	0.01	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0
114	25950	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	1.0	1.0	1.0	0.0	0.0	255	2	1.0	0.69	1.0	0.0	0.0	0.0	1.0	1.0	2
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	17	0.0	0.0	1.0	1.0	0.15	0.05	0.0	255	17	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
116	0	105	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0.0	0.0	0.0	0.0	0.25	0.5	0.0	255	239	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0
117	0	218	974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6	255	0.17	0.0	0.17	0.02	0.0	0.01	0.0	0.0	0
118	0	325	2649	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0.0	0.0	0.0	0.0	1.0	0.0	0.0	107	255	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	20	0.0	0.0	1.0	1.0	0.08	0.07	0.0	255	20	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	1
